record_id_1,record_id_2,similarity_score
14444,18887,0.85
7010,9801,0.85
7010,20047,0.85
9801,20047,0.85
14308,15001,0.85
857,3872,0.85
857,13894,0.85
857,18953,0.85
3872,13894,0.85
3872,18953,0.85
13894,18953,0.85
13594,20239,0.85
29513,30731,0.85
2170,30665,0.85
4809,20382,0.85
4809,26181,0.85
20382,26181,0.85
29935,30700,0.85
5991,10174,0.85
8075,28281,0.85
724,2991,0.85
724,19297,0.85
2991,19297,0.85
11081,11162,0.85
3869,3911,0.85
3869,31515,0.85
3911,31515,0.85
2608,5306,0.85
5195,30305,0.85
14324,15736,0.85
14324,23614,0.85
15736,23614,0.85
2875,31725,0.85
1386,17674,0.85
10903,23480,0.85
9737,17411,0.85
13536,22987,0.85
13536,30427,0.85
13536,32799,0.85
22987,30427,0.85
22987,32799,0.85
30427,32799,0.85
3336,15771,0.85
3336,30776,0.85
15771,30776,0.85
1246,8960,0.85
1246,24426,0.85
8960,24426,0.85
15236,24571,0.85
5012,32287,0.85
7647,30502,0.85
28074,32592,0.85
8447,23941,0.85
8447,32552,0.85
23941,32552,0.85
17503,18942,0.85
17503,29294,0.85
18942,29294,0.85
3582,4507,0.85
2672,10737,0.85
5874,20612,0.85
5874,20704,0.85
5874,21029,0.85
20612,20704,0.85
20612,21029,0.85
20704,21029,0.85
31180,32006,0.85
10094,27734,0.85
1701,10198,0.85
1701,21248,0.85
10198,21248,0.85
3065,18372,0.85
17492,22161,0.85
17492,25138,0.85
22161,25138,0.85
10988,15943,0.85
10988,17270,0.85
15943,17270,0.85
16256,32118,0.85
16256,33114,0.85
32118,33114,0.85
630,16751,0.85
9196,11340,0.85
21120,24007,0.85
910,6228,0.85
11504,29717,0.85
11504,30789,0.85
29717,30789,0.85
3052,7610,0.85
3052,21759,0.85
7610,21759,0.85
10995,11274,0.85
466,7841,0.85
8492,20080,0.85
8492,24796,0.85
20080,24796,0.85
26251,31863,0.85
18286,22966,0.85
17663,30581,0.85
11722,13245,0.85
2285,8364,0.85
2285,15091,0.85
5737,10480,0.85
5737,30258,0.85
8364,15091,0.85
10480,30258,0.85
1293,2413,0.85
1293,11135,0.85
1293,26777,0.85
2413,11135,0.85
2413,26777,0.85
11135,26777,0.85
2837,13448,0.85
12974,14123,0.85
12974,32177,0.85
14123,32177,0.85
14019,18296,0.85
30708,32478,0.85
4653,11589,0.85
4653,16076,0.85
11589,16076,0.85
3868,12483,0.85
3868,31964,0.85
12483,31964,0.85
9859,17743,0.85
1985,3283,0.85
1985,19935,0.85
3283,19935,0.85
7151,12445,0.85
7151,17836,0.85
7151,24693,0.85
12445,17836,0.85
12445,24693,0.85
17836,24693,0.85
3046,9701,0.85
673,13297,0.85
673,19617,0.85
673,26001,0.85
1488,4030,0.85
6142,30396,0.85
7421,11895,0.85
8206,22884,0.85
10502,24308,0.85
10502,29785,0.85
11964,13284,0.85
13297,19617,0.85
13297,26001,0.85
14844,16276,0.85
19617,26001,0.85
21438,25630,0.85
21438,29131,0.85
24308,29785,0.85
25429,29271,0.85
25630,29131,0.85
85,7521,0.85
85,20828,0.85
7521,20828,0.85
18021,21191,0.85
18021,32891,0.85
21191,32891,0.85
8420,10361,0.85
8420,13584,0.85
10361,13584,0.85
11522,19454,0.85
18614,28146,0.85
8244,15032,0.85
8244,18065,0.85
8244,23498,0.85
15032,18065,0.85
15032,23498,0.85
18065,23498,0.85
15974,29137,0.85
15974,29971,0.85
29137,29971,0.85
9241,17286,0.85
9241,22581,0.85
9241,32102,0.85
17286,22581,0.85
17286,32102,0.85
22581,32102,0.85
2912,21651,0.85
2912,32907,0.85
21651,32907,0.85
9741,18895,0.85
2583,2924,0.85
2583,15265,0.85
2924,15265,0.85
24407,28632,0.85
4561,18151,0.85
14640,16611,0.85
8882,18974,0.85
6006,24168,0.85
8773,9276,0.85
11457,23654,0.85
11411,19180,0.85
21486,23237,0.85
496,7338,0.85
496,11812,0.85
7338,11812,0.85
2596,23776,0.85
1638,31324,0.85
14191,16848,0.85
14191,27271,0.85
16848,27271,0.85
20493,26376,0.85
6850,10493,0.85
6850,16202,0.85
10493,16202,0.85
5054,5636,0.85
10448,12256,0.85
14329,23716,0.85
7422,28820,0.85
17748,21876,0.85
18445,25292,0.85
2473,4999,0.85
2473,21729,0.85
2473,27239,0.85
4999,21729,0.85
4999,27239,0.85
21729,27239,0.85
840,26566,0.85
2823,3009,0.85
2823,27754,0.85
3006,22399,0.85
3006,30189,0.85
3009,27754,0.85
8294,18072,0.85
22399,30189,0.85
6572,31102,0.85
25146,32746,0.85
1120,5872,0.85
1120,26735,0.85
5872,26735,0.85
7613,29430,0.85
21394,31553,0.85
8370,30971,0.85
6016,32204,0.85
6016,32882,0.85
32204,32882,0.85
27837,30803,0.85
7011,32087,0.85
11647,28554,0.85
16876,29810,0.85
569,7449,0.85
24080,29078,0.85
24080,33222,0.85
29078,33222,0.85
10098,16112,0.85
10098,23677,0.85
16112,23677,0.85
7629,16639,0.85
7629,21405,0.85
16639,21405,0.85
32897,32904,0.85
23222,30203,0.85
23222,30988,0.85
30203,30988,0.85
7024,9896,0.85
7024,21299,0.85
9896,21299,0.85
5823,31391,0.85
6254,25392,0.85
4493,6921,0.85
4493,7796,0.85
6921,7796,0.85
20974,28854,0.85
20974,28961,0.85
28854,28961,0.85
10479,25897,0.85
2753,28209,0.85
7296,12310,0.85
3657,17445,0.85
12236,22178,0.85
8258,21765,0.85
13402,24206,0.85
13402,29370,0.85
13402,32541,0.85
17877,31405,0.85
24206,29370,0.85
24206,32541,0.85
29370,32541,0.85
9040,28746,0.85
17566,24484,0.85
17566,28893,0.85
24484,28893,0.85
24738,32081,0.85
10329,20514,0.85
9298,14170,0.85
9298,27581,0.85
14170,27581,0.85
21923,23541,0.85
21923,27780,0.85
23541,27780,0.85
22755,30386,0.85
4299,12194,0.85
9008,13520,0.85
9008,27817,0.85
13520,27817,0.85
3656,19425,0.85
3942,4167,0.85
3942,9765,0.85
4167,9765,0.85
7865,27149,0.85
7865,30338,0.85
27149,30338,0.85
6478,20222,0.85
4155,4638,0.85
4155,19395,0.85
4638,19395,0.85
12947,13936,0.85
12947,25945,0.85
13936,25945,0.85
2736,25080,0.85
13915,16214,0.85
23856,24135,0.85
10437,12885,0.85
11321,19584,0.85
11321,22823,0.85
19584,22823,0.85
22037,31407,0.85
5592,29206,0.85
744,12547,0.85
5980,19099,0.85
6458,9704,0.85
6458,24128,0.85
6458,26689,0.85
9704,24128,0.85
9704,26689,0.85
11176,14273,0.85
13905,32700,0.85
14573,30430,0.85
24128,26689,0.85
8038,29260,0.85
8038,31580,0.85
29260,31580,0.85
557,25174,0.85
7238,25626,0.85
10781,12821,0.85
10781,21356,0.85
12821,21356,0.85
1047,25117,0.85
12408,16693,0.85
12408,16882,0.85
16693,16882,0.85
2831,19971,0.85
13286,29259,0.85
13286,31823,0.85
14717,16265,0.85
29259,31823,0.85
6672,12755,0.85
6672,27034,0.85
12755,27034,0.85
2080,9552,0.85
4793,32745,0.85
923,21832,0.85
7469,27006,0.85
7469,27099,0.85
27006,27099,0.85
970,13534,0.85
970,24249,0.85
13534,24249,0.85
6736,27838,0.85
6736,28091,0.85
27838,28091,0.85
7501,8617,0.85
7501,13394,0.85
8617,13394,0.85
12435,21288,0.85
12435,25259,0.85
21288,25259,0.85
16349,32319,0.85
3111,3355,0.85
23918,27485,0.85
23918,31871,0.85
27485,31871,0.85
3395,9365,0.85
16959,17500,0.85
16959,30540,0.85
17500,30540,0.85
7711,10884,0.85
7711,12693,0.85
10884,12693,0.85
15545,28670,0.85
19190,20001,0.85
27877,28443,0.85
4230,30431,0.85
5062,10129,0.85
15779,15838,0.85
15779,29664,0.85
15838,29664,0.85
23166,33146,0.85
1498,26712,0.85
1498,27187,0.85
12929,20097,0.85
12929,26709,0.85
13984,20470,0.85
13984,32502,0.85
15808,15897,0.85
20097,26709,0.85
20470,32502,0.85
26712,27187,0.85
6289,25525,0.85
160,13591,0.85
4352,11656,0.85
4352,22989,0.85
6010,22210,0.85
11656,22989,0.85
13488,24146,0.85
13488,27116,0.85
14884,24948,0.85
18683,20736,0.85
20923,28863,0.85
20923,32983,0.85
24146,27116,0.85
28863,32983,0.85
1283,31144,0.85
1654,4445,0.85
1654,9355,0.85
1654,22349,0.85
2004,3354,0.85
4445,9355,0.85
4445,22349,0.85
9355,22349,0.85
1357,14571,0.85
1357,24731,0.85
1905,31691,0.85
3381,30941,0.85
3381,31011,0.85
8654,16136,0.85
8654,18147,0.85
14571,24731,0.85
16136,18147,0.85
30557,31551,0.85
30941,31011,0.85
5330,29443,0.85
7429,11068,0.85
7429,19989,0.85
11068,19989,0.85
2314,6878,0.85
3007,30183,0.85
8917,16382,0.85
8917,31125,0.85
16382,31125,0.85
348,8044,0.85
348,18645,0.85
8044,18645,0.85
2085,7291,0.85
2085,11704,0.85
2085,17157,0.85
7291,11704,0.85
7291,17157,0.85
11704,17157,0.85
5740,15643,0.85
5740,26042,0.85
15643,26042,0.85
16477,28140,0.85
5436,7017,0.85
5436,11186,0.85
7017,11186,0.85
19262,21885,0.85
18434,18825,0.85
18434,19518,0.85
18825,19518,0.85
2072,15609,0.85
2072,21268,0.85
15609,21268,0.85
16648,24572,0.85
2063,2477,0.85
1035,16220,0.85
1035,31518,0.85
16220,31518,0.85
16783,17197,0.85
16783,33389,0.85
17197,33389,0.85
9060,9992,0.85
9505,19755,0.85
9505,26257,0.85
9505,30711,0.85
18611,26807,0.85
19755,26257,0.85
19755,30711,0.85
26257,30711,0.85
14186,25006,0.85
6514,14190,0.85
6601,24083,0.85
4163,8023,0.85
4163,14305,0.85
8023,14305,0.85
10830,27656,0.85
13396,23873,0.85
2223,15010,0.85
2223,31914,0.85
15010,31914,0.85
4875,18582,0.85
9618,17545,0.85
9618,25287,0.85
17545,25287,0.85
25044,29556,0.85
26875,27359,0.85
3512,19545,0.85
1336,15371,0.85
1336,21238,0.85
1336,32309,0.85
15371,21238,0.85
15371,32309,0.85
21238,32309,0.85
7759,27659,0.85
12233,13196,0.85
12233,26277,0.85
13196,26277,0.85
16643,31532,0.85
2192,26727,0.85
1216,30373,0.85
6642,14809,0.85
11177,15263,0.85
11177,28717,0.85
11177,32256,0.85
15263,28717,0.85
15263,32256,0.85
28717,32256,0.85
13951,24076,0.85
4801,18060,0.85
19277,32103,0.85
7311,9517,0.85
7311,17178,0.85
9517,17178,0.85
21596,22157,0.85
16257,24474,0.85
9811,30242,0.85
12455,29210,0.85
25232,33161,0.85
6042,33417,0.85
4743,33004,0.85
154,23116,0.85
17975,26066,0.85
2585,5393,0.85
2585,23335,0.85
5393,23335,0.85
5413,10203,0.85
5537,14105,0.85
5537,18457,0.85
14105,18457,0.85
6373,9525,0.85
6373,22206,0.85
9525,22206,0.85
9624,12488,0.85
9624,20168,0.85
9624,32803,0.85
12488,20168,0.85
12488,32803,0.85
20168,32803,0.85
5249,10186,0.85
5249,24763,0.85
5249,26433,0.85
10186,24763,0.85
10186,26433,0.85
24763,26433,0.85
3870,7933,0.85
15586,30983,0.85
3225,14746,0.85
3225,18551,0.85
3391,10381,0.85
3391,24340,0.85
10381,24340,0.85
14746,18551,0.85
6531,10110,0.85
6531,33404,0.85
10110,33404,0.85
16215,30083,0.85
6781,26409,0.85
10025,15501,0.85
10025,26392,0.85
15501,26392,0.85
1768,12472,0.85
1768,26172,0.85
12472,26172,0.85
5390,21446,0.85
5390,21717,0.85
21446,21717,0.85
10799,20016,0.85
10799,24926,0.85
14502,17470,0.85
20016,24926,0.85
2111,8878,0.85
2111,14779,0.85
8878,14779,0.85
7891,15713,0.85
7891,32449,0.85
15713,32449,0.85
22384,24511,0.85
16356,33015,0.85
9775,13548,0.85
4142,13960,0.85
15377,24843,0.85
5137,11679,0.85
5137,20149,0.85
5137,22878,0.85
5137,26059,0.85
11679,20149,0.85
11679,22878,0.85
11679,26059,0.85
20149,22878,0.85
20149,26059,0.85
22878,26059,0.85
6029,17950,0.85
5986,26950,0.85
14098,31820,0.85
9000,20775,0.85
9000,25365,0.85
20775,25365,0.85
996,11104,0.85
996,12886,0.85
11104,12886,0.85
12555,29991,0.85
11171,30790,0.85
578,1387,0.85
578,19092,0.85
1387,19092,0.85
4893,16679,0.85
8310,14680,0.85
8310,25515,0.85
14680,25515,0.85
2180,5066,0.85
2180,19268,0.85
5066,19268,0.85
15336,22582,0.85
6741,31571,0.85
8664,13211,0.85
11867,29000,0.85
1502,4841,0.85
1502,15695,0.85
4841,15695,0.85
10734,13517,0.85
18547,23900,0.85
18547,25778,0.85
23900,25778,0.85
1644,2784,0.85
22488,24957,0.85
22488,33382,0.85
24957,33382,0.85
23400,32544,0.85
10466,10747,0.85
10747,28939,0.85
3871,4394,0.85
3871,13847,0.85
4394,13847,0.85
8701,27297,0.85
1520,10151,0.85
1520,14264,0.85
5513,15422,0.85
5513,28250,0.85
10151,14264,0.85
15422,28250,0.85
6198,7323,0.85
13118,28011,0.85
2748,7922,0.85
2748,21011,0.85
2748,25381,0.85
7922,21011,0.85
7922,25381,0.85
21011,25381,0.85
13313,33053,0.85
13313,33396,0.85
33053,33396,0.85
26,147,0.85
26,10994,0.85
26,31098,0.85
147,10994,0.85
147,31098,0.85
10994,31098,0.85
15016,18950,0.85
7769,13366,0.85
7769,17036,0.85
13366,17036,0.85
10295,30468,0.85
10295,30474,0.85
30468,30474,0.85
9192,14690,0.85
9192,19842,0.85
14690,19842,0.85
7683,9559,0.85
8750,18440,0.85
8750,22492,0.85
18440,22492,0.85
27722,31682,0.85
27722,32585,0.85
31682,32585,0.85
2403,6036,0.85
16464,30565,0.85
8495,14615,0.85
8551,21601,0.85
14570,20059,0.85
4191,29997,0.85
5354,25370,0.85
5354,28606,0.85
19801,25066,0.85
19801,28580,0.85
25066,28580,0.85
25370,28606,0.85
1045,15977,0.85
1045,26077,0.85
1045,28891,0.85
15977,26077,0.85
15977,28891,0.85
26077,28891,0.85
4400,20753,0.85
4400,24531,0.85
20753,24531,0.85
3634,6790,0.85
3634,7382,0.85
3634,25338,0.85
6790,7382,0.85
6790,25338,0.85
7382,25338,0.85
5911,11909,0.85
5911,18721,0.85
11909,18721,0.85
